Creation Time: 2022_1_14-6-0-23
6-0-23 | [INFO] SafeZoneCore - Started !
6-0-23 | [INFO] TraderPlusCore - Started !
6-0-23 | [INFO] TraderPlus file exist ! loading...
6-0-23 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
6-0-23 | [INFO] TraderPlus file exist ! loading...
6-0-23 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
6-0-23 | [INFO] TraderPlus file exist ! loading...
6-0-23 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
6-0-23 | [INFO] CheckForSpacesToRemove - Started
6-0-23 | [INFO] CheckForSpacesToRemove - Ended
6-0-23 | [INFO] TraderPlus file exist ! loading...
6-0-23 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
6-0-23 | [INFO] TraderPlusServer - Started
6-0-23 | [INFO] TraderPlusBankingCore - Started !
6-0-23 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
6-0-23 | [INFO] TraderPlusBankingServer - Started
6-0-23 | [INFO] CarLockCore - Started !
6-0-23 | [INFO] CarLockServer - Started
6-0-35 | [INFO] ID_count: 7
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-0-37 | [INFO] obj created: SurvivorM_Boris
6-0-37 | [INFO] TraderPlayer created and added!: 
6-21-28 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_169903562.json
6-21-36 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_169903562.json
6-21-39 | [INFO] TraderID: 2 - Customer: Jakestan - ClassName: SewingKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 9 - TradeMode:Buy
6-21-39 | [INFO] Transaction Buy Succeeded:Jakestan product:SewingKit quantity:100 health:0 price:100
