Creation Time: 2022_1_8-19-10-53
19-10-53 | [INFO] SafeZoneCore - Started !
19-10-53 | [INFO] TraderPlusCore - Started !
19-10-53 | [INFO] TraderPlus file exist ! loading...
19-10-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
19-10-53 | [INFO] TraderPlus file exist ! loading...
19-10-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
19-10-53 | [INFO] TraderPlus file exist ! loading...
19-10-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
19-10-53 | [INFO] CheckForSpacesToRemove - Started
19-10-53 | [INFO] CheckForSpacesToRemove - Ended
19-10-53 | [INFO] TraderPlus file exist ! loading...
19-10-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
19-10-53 | [INFO] TraderPlusServer - Started
19-10-53 | [INFO] TraderPlusBankingCore - Started !
19-10-53 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
19-10-53 | [INFO] TraderPlusBankingServer - Started
19-10-53 | [INFO] CarLockCore - Started !
19-10-53 | [INFO] CarLockServer - Started
19-11-6 | [INFO] ID_count: 8
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
19-11-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_7.json
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
19-11-8 | [INFO] obj created: SurvivorM_Boris
19-11-8 | [INFO] TraderPlayer created and added!: 
