Creation Time: 2022_3_22-8-59-59
8-59-59 | [INFO] SafeZoneCore - Started !
8-59-59 | [INFO] TraderPlusCore - Started !
8-59-59 | [INFO] TraderPlus file exist ! loading...
8-59-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
8-59-59 | [INFO] TraderPlus file exist ! loading...
8-59-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
8-59-59 | [INFO] TraderPlus file exist ! loading...
8-59-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
8-59-59 | [INFO] CheckForSpacesToRemove - Started
8-59-59 | [INFO] CheckForSpacesToRemove - Ended
8-59-59 | [INFO] TraderPlus file exist ! loading...
8-59-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
8-59-59 | [INFO] TraderPlusServer - Started
8-59-59 | [INFO] TraderPlusBankingCore - Started !
8-59-59 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
8-59-59 | [INFO] TraderPlusBankingServer - Started
8-59-59 | [INFO] CarLockCore - Started !
8-59-59 | [INFO] CarLockServer - Started
9-0-8 | [INFO] ID_count: 11
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_7.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_8.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_9.json
9-0-8 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_10.json
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
9-0-9 | [INFO] obj created: SurvivorM_Boris
9-0-9 | [INFO] TraderPlayer created and added!: 
