Creation Time: 2022_1_3-3-46-47
3-46-47 | [INFO] SafeZoneCore - Started !
3-46-47 | [INFO] TraderPlusCore - Started !
3-46-47 | [INFO] TraderPlus file exist ! loading...
3-46-47 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
3-46-47 | [INFO] TraderPlus file exist ! loading...
3-46-47 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
3-46-47 | [INFO] TraderPlus file exist ! loading...
3-46-50 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
3-46-50 | [INFO] CheckForSpacesToRemove - Started
3-46-50 | [INFO] CheckForSpacesToRemove - Ended
3-46-50 | [INFO] TraderPlus file exist ! loading...
3-46-50 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
3-46-50 | [INFO] TraderPlusServer - Started
3-46-50 | [INFO] TraderPlusBankingCore - Started !
3-46-50 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
3-46-50 | [INFO] TraderPlusBankingServer - Started
3-46-50 | [INFO] CarLockCore - Started !
3-46-50 | [INFO] CarLockServer - Started
3-47-0 | [INFO] ID_count: 11
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_7.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_8.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_9.json
3-47-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_10.json
3-47-4 | [INFO] obj created: SurvivorM_Boris
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
3-47-4 | [INFO] obj created: SurvivorM_Peter
3-47-4 | [INFO] TraderPlayer created and added!: 
