Creation Time: 2022_1_3-19-38-42
19-38-42 | [INFO] SafeZoneCore - Started !
19-38-42 | [INFO] TraderPlusCore - Started !
19-38-42 | [INFO] TraderPlus file exist ! loading...
19-38-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
19-38-42 | [INFO] TraderPlus file exist ! loading...
19-38-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
19-38-42 | [INFO] TraderPlus file exist ! loading...
19-38-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
19-38-45 | [INFO] CheckForSpacesToRemove - Started
19-38-45 | [INFO] CheckForSpacesToRemove - Ended
19-38-45 | [INFO] TraderPlus file exist ! loading...
19-38-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
19-38-45 | [INFO] TraderPlusServer - Started
19-38-45 | [INFO] TraderPlusBankingCore - Started !
19-38-45 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
19-38-45 | [INFO] TraderPlusBankingServer - Started
19-38-45 | [INFO] CarLockCore - Started !
19-38-45 | [INFO] CarLockServer - Started
19-39-0 | [INFO] ID_count: 11
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_7.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_8.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_9.json
19-39-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_10.json
19-39-0 | [INFO] obj created: bldr_sign_rail_platformend
19-39-0 | [INFO] TraderStatic created and added!: 
19-39-0 | [INFO] obj created: bldr_sign_rail_platformend
19-39-0 | [INFO] TraderStatic created and added!: 
19-39-0 | [INFO] obj created: bldr_sign_rail_platformend
19-39-0 | [INFO] TraderStatic created and added!: 
19-39-0 | [INFO] obj created: bldr_sign_rail_platformend
19-39-0 | [INFO] TraderStatic created and added!: 
19-39-0 | [INFO] obj created: bldr_sign_rail_platformend
19-39-0 | [INFO] TraderStatic created and added!: 
