Creation Time: 2022_1_13-15-12-46
15-12-46 | [INFO] SafeZoneCore - Started !
15-12-46 | [INFO] TraderPlusCore - Started !
15-12-46 | [INFO] TraderPlus file exist ! loading...
15-12-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
15-12-46 | [INFO] TraderPlus file exist ! loading...
15-12-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
15-12-46 | [INFO] TraderPlus file exist ! loading...
15-12-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
15-12-46 | [INFO] CheckForSpacesToRemove - Started
15-12-46 | [INFO] CheckForSpacesToRemove - Ended
15-12-46 | [INFO] TraderPlus file exist ! loading...
15-12-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
15-12-46 | [INFO] TraderPlusServer - Started
15-12-46 | [INFO] TraderPlusBankingCore - Started !
15-12-46 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
15-12-46 | [INFO] TraderPlusBankingServer - Started
15-12-46 | [INFO] CarLockCore - Started !
15-12-46 | [INFO] CarLockServer - Started
15-12-58 | [INFO] ID_count: 7
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
15-12-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
15-13-0 | [INFO] obj created: SurvivorM_Boris
15-13-0 | [INFO] TraderPlayer created and added!: 
