Creation Time: 2022_1_12-12-5-53
12-5-53 | [INFO] SafeZoneCore - Started !
12-5-53 | [INFO] TraderPlusCore - Started !
12-5-53 | [INFO] TraderPlus file exist ! loading...
12-5-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
12-5-53 | [INFO] TraderPlus file exist ! loading...
12-5-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
12-5-53 | [INFO] TraderPlus file exist ! loading...
12-5-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-5-53 | [INFO] CheckForSpacesToRemove - Started
12-5-53 | [INFO] CheckForSpacesToRemove - Ended
12-5-53 | [INFO] TraderPlus file exist ! loading...
12-5-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
12-5-53 | [INFO] TraderPlusServer - Started
12-5-53 | [INFO] TraderPlusBankingCore - Started !
12-5-53 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
12-5-53 | [INFO] TraderPlusBankingServer - Started
12-5-53 | [INFO] CarLockCore - Started !
12-5-53 | [INFO] CarLockServer - Started
12-6-6 | [INFO] ID_count: 7
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
12-6-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
12-6-7 | [INFO] obj created: SurvivorM_Boris
12-6-7 | [INFO] TraderPlayer created and added!: 
15-9-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_171893815.json
15-10-9 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: MassMuzzlePistol - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 382 - TradeMode:Buy
15-10-9 | [INFO] Transaction Buy Succeeded:IISnake product:MassMuzzlePistol quantity:0 health:0 price:200
15-10-54 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_171893815.json
15-11-11 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: MassMuzzle762 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 388 - TradeMode:Buy
15-11-11 | [INFO] Transaction Buy Succeeded:IISnake product:MassMuzzle762 quantity:0 health:0 price:200
15-11-23 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: Ammo_9x19 - Quantity: 25 - Multiplier: 25 - MaxStock: 1000 - Health: 0 - Price: 50 - Position: 230 - TradeMode:Buy
15-11-23 | [INFO] Transaction Buy Succeeded:IISnake product:Ammo_9x19 quantity:625 health:0 price:50
15-12-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_171893815.json
15-12-20 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: SNAFUGevar_Suppressor_Green - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 480 - Position: 366 - TradeMode:Sell
15-12-20 | [INFO] Transaction Sell Succeeded:IISnake product:SNAFUGevar_Suppressor_Green quantity:0 health:0 price:480
15-12-23 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: MassMuzzle762 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
15-12-23 | [INFO] Transaction Sell Succeeded:IISnake product:MassMuzzle762 quantity:0 health:0 price:160
15-12-56 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: AmmoBox_9x39_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 32 - Position: 76 - TradeMode:Sell
15-12-56 | [INFO] Transaction Sell Succeeded:IISnake product:AmmoBox_9x39_20Rnd quantity:0 health:0 price:32
15-13-1 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: RGD5Grenade - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 509 - TradeMode:Sell
15-13-1 | [INFO] Transaction Sell Succeeded:IISnake product:RGD5Grenade quantity:0 health:0 price:240
15-15-14 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: Spas12_Gun - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1500 - Position: 406 - TradeMode:Buy
15-15-14 | [INFO] Transaction Buy Succeeded:IISnake product:Spas12_Gun quantity:0 health:0 price:1500
15-15-55 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: Ammo_12gaPellets - Quantity: 10 - Multiplier: 10 - MaxStock: 1000 - Health: 0 - Price: 60 - Position: 290 - TradeMode:Buy
15-15-55 | [INFO] Transaction Buy Succeeded:IISnake product:Ammo_12gaPellets quantity:100 health:0 price:60
15-15-57 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: Ammo_12gaPellets - Quantity: 10 - Multiplier: 10 - MaxStock: 1000 - Health: 0 - Price: 60 - Position: 290 - TradeMode:Buy
15-15-57 | [INFO] Transaction Buy Succeeded:IISnake product:Ammo_12gaPellets quantity:100 health:0 price:60
15-15-59 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: Ammo_12gaPellets - Quantity: 10 - Multiplier: 10 - MaxStock: 1000 - Health: 0 - Price: 60 - Position: 290 - TradeMode:Buy
15-15-59 | [INFO] Transaction Buy Succeeded:IISnake product:Ammo_12gaPellets quantity:100 health:0 price:60
15-16-4 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: Ammo_12gaRubberSlug - Quantity: 5 - Multiplier: 5 - MaxStock: 1000 - Health: 0 - Price: 10 - Position: 404 - TradeMode:Buy
15-16-4 | [INFO] Transaction Buy Succeeded:IISnake product:Ammo_12gaRubberSlug quantity:25 health:0 price:10
15-16-10 | [INFO] TraderID: 1 - Customer: IISnake - ClassName: AmmoBox_00buck_10rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 60 - Position: 89 - TradeMode:Buy
15-16-10 | [INFO] Transaction Buy Succeeded:IISnake product:AmmoBox_00buck_10rnd quantity:0 health:0 price:60
