Creation Time: 2022_1_7-10-41-51
10-41-51 | [INFO] SafeZoneCore - Started !
10-41-51 | [INFO] TraderPlusCore - Started !
10-41-51 | [INFO] TraderPlus file exist ! loading...
10-41-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
10-41-51 | [INFO] TraderPlus file exist ! loading...
10-41-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
10-41-51 | [INFO] TraderPlus file exist ! loading...
10-41-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
10-41-52 | [INFO] CheckForSpacesToRemove - Started
10-41-52 | [INFO] CheckForSpacesToRemove - Ended
10-41-52 | [INFO] TraderPlus file exist ! loading...
10-41-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
10-41-52 | [INFO] TraderPlusServer - Started
10-41-52 | [INFO] TraderPlusBankingCore - Started !
10-41-52 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
10-41-52 | [INFO] TraderPlusBankingServer - Started
10-41-52 | [INFO] CarLockCore - Started !
10-41-52 | [INFO] CarLockServer - Started
10-42-6 | [INFO] ID_count: 11
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_7.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_8.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_9.json
10-42-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_10.json
10-42-9 | [INFO] obj created: SurvivorM_Boris
10-42-9 | [INFO] TraderPlayer created and added!: 
10-42-9 | [INFO] obj created: SurvivorM_Boris
10-42-9 | [INFO] TraderPlayer created and added!: 
10-42-9 | [INFO] obj created: SurvivorM_Boris
10-42-9 | [INFO] TraderPlayer created and added!: 
10-42-9 | [INFO] obj created: SurvivorM_Boris
10-42-9 | [INFO] TraderPlayer created and added!: 
10-42-9 | [INFO] obj created: SurvivorM_Boris
10-42-9 | [INFO] TraderPlayer created and added!: 
