Creation Time: 2022_1_7-11-2-42
11-2-42 | [INFO] SafeZoneCore - Started !
11-2-42 | [INFO] TraderPlusCore - Started !
11-2-42 | [INFO] TraderPlus file exist ! loading...
11-2-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
11-2-42 | [INFO] TraderPlus file exist ! loading...
11-2-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
11-2-42 | [INFO] TraderPlus file exist ! loading...
11-2-43 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
11-2-43 | [INFO] CheckForSpacesToRemove - Started
11-2-43 | [INFO] CheckForSpacesToRemove - Ended
11-2-43 | [INFO] TraderPlus file exist ! loading...
11-2-43 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
11-2-43 | [INFO] TraderPlusServer - Started
11-2-43 | [INFO] TraderPlusBankingCore - Started !
11-2-43 | [ERROR] TraderPlusJsonLoader::LoadFromFile ERROR Parsing $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.jsonJSON ERROR:
The document is empty.
11-2-43 | [INFO] TraderPlusBankingServer - Started
11-2-43 | [INFO] CarLockCore - Started !
11-2-43 | [INFO] CarLockServer - Started
11-3-1 | [INFO] ID_count: 11
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_5.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_6.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_7.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_8.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_9.json
11-3-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_10.json
11-3-4 | [INFO] obj created: SurvivorM_Boris
11-3-4 | [INFO] TraderPlayer created and added!: 
11-3-4 | [INFO] obj created: SurvivorM_Boris
11-3-4 | [INFO] TraderPlayer created and added!: 
11-3-4 | [INFO] obj created: SurvivorM_Boris
11-3-4 | [INFO] TraderPlayer created and added!: 
11-3-4 | [INFO] obj created: SurvivorM_Boris
11-3-4 | [INFO] TraderPlayer created and added!: 
11-3-4 | [INFO] obj created: SurvivorM_Boris
11-3-4 | [INFO] TraderPlayer created and added!: 
